Index,Title,Available Brands,Link
5,Phenylephrine Hydrochloride,1,https://medex.com.bd/generics/2078/phenylephrine-hydrochloride
6,Phenytoin Sodium,5,https://medex.com.bd/generics/883/phenytoin-sodium
7,Phospholipids,2,https://medex.com.bd/generics/884/phospholipids
8,Phytomenadione (Injection),8,https://medex.com.bd/generics/885/phytomenadione-injection
9,Phytomenadione (Oral),2,https://medex.com.bd/generics/1626/phytomenadione-oral
10,Pidotimod,5,https://medex.com.bd/generics/2215/pidotimod
11,Pilocarpine Hydrochloride (Ophthalmic),8,https://medex.com.bd/generics/886/pilocarpine-hydrochloride-ophthalmic
12,Pilocarpine Hydrochloride (Oral),1,https://medex.com.bd/generics/1344/pilocarpine-hydrochloride-oral
13,Pimavanserin,2,https://medex.com.bd/generics/1818/pimavanserin
14,Pimecrolimus,1,https://medex.com.bd/generics/887/pimecrolimus
15,Pioglitazone,18,https://medex.com.bd/generics/888/pioglitazone
16,Pioglitazone + Glimepiride,2,https://medex.com.bd/generics/525/pioglitazone-glimepiride
17,Pioglitazone + Metformin Hydrochloride,14,https://medex.com.bd/generics/735/pioglitazone-metformin-hydrochloride
18,Pipecuronium Bromide,1,https://medex.com.bd/generics/889/pipecuronium-bromide
19,Piperacillin + Tazobactam,11,https://medex.com.bd/generics/890/piperacillin-tazobactam
0,Piracetam,12,https://medex.com.bd/generics/891/piracetam
1,Pirfenidone,26,https://medex.com.bd/generics/1407/pirfenidone
2,Pitavastatin Calcium,5,https://medex.com.bd/generics/893/pitavastatin-calcium
3,Pivmecillinam,6,https://medex.com.bd/generics/894/pivmecillinam
4,Pizotifen,24,https://medex.com.bd/generics/895/pizotifen
5,Polatuzumab Vedotin,1,https://medex.com.bd/generics/2392/polatuzumab-vedotin
6,Polyethylene Glycol + Propylene Glycol,25,https://medex.com.bd/generics/901/polyethylene-glycol-propylene-glycol
7,Polyethylene Glycol 3350,1,https://medex.com.bd/generics/900/polyethylene-glycol-3350
8,Polyethylene Glycol 3350 + Electrolytes,10,https://medex.com.bd/generics/899/polyethylene-glycol-3350-electrolytes
9,Polymyxin B Sulfate,4,https://medex.com.bd/generics/1817/polymyxin-b-sulfate
10,Polysaccharide Pneumococcal Vaccine,4,https://medex.com.bd/generics/896/polysaccharide-pneumococcal-vaccine
11,Ponatinib Hydrochloride,6,https://medex.com.bd/generics/1485/ponatinib-hydrochloride
12,Posaconazole,5,https://medex.com.bd/generics/1862/posaconazole
13,Potassium Chloride,6,https://medex.com.bd/generics/904/potassium-chloride
14,Potassium Citrate,3,https://medex.com.bd/generics/916/potassium-citrate
15,Potassium Citrate + Citric Acid,24,https://medex.com.bd/generics/270/potassium-citrate-citric-acid
16,Povidone Iodine,74,https://medex.com.bd/generics/907/povidone-iodine
17,Pralidoxime Chloride,3,https://medex.com.bd/generics/910/pralidoxime-chloride
18,Pramipexole,2,https://medex.com.bd/generics/911/pramipexole
19,Pramoxine Hydrochloride + Calamine,2,https://medex.com.bd/generics/1506/pramoxine-hydrochloride-calamine
0,Pranlukast Hydrate,1,https://medex.com.bd/generics/2192/pranlukast-hydrate
1,Prasugrel Hydrochloride,14,https://medex.com.bd/generics/912/prasugrel-hydrochloride
2,Pravastatin Sodium,2,https://medex.com.bd/generics/2097/pravastatin-sodium
3,Prazosin Hydrochloride,25,https://medex.com.bd/generics/913/prazosin-hydrochloride
4,Precipitated Sulpher + Salicylic Acid,1,https://medex.com.bd/generics/914/precipitated-sulpher-salicylic-acid
5,Prednisolone,61,https://medex.com.bd/generics/918/prednisolone
6,Prednisolone + Neomycin Sulphate + Polymixin B Sulphate,2,https://medex.com.bd/generics/838/prednisolone-neomycin-sulphate-polymixin-b-sulphate
7,Prednisolone Acetate,15,https://medex.com.bd/generics/1324/prednisolone-acetate
8,Pregabalin,241,https://medex.com.bd/generics/919/pregabalin
9,Pridinol Mesilate,1,https://medex.com.bd/generics/2205/pridinol-mesilate
10,Primaquine Phosphate,3,https://medex.com.bd/generics/920/primaquine-phosphate
11,Primidone,2,https://medex.com.bd/generics/2075/primidone
12,Probiotic + Prebiotic + Vitamin K2-7,1,https://medex.com.bd/generics/2409/probiotic-prebiotic-vitamin-k2-7
13,Probiotic Combination [4 Billion],13,https://medex.com.bd/generics/1498/probiotic-combination-4-billion
14,Prochlorperazine Maleate,9,https://medex.com.bd/generics/922/prochlorperazine-maleate
15,Procyclidine Hydrochloride,9,https://medex.com.bd/generics/923/procyclidine-hydrochloride
16,Progesterone Micronised (SC injection),2,https://medex.com.bd/generics/2314/progesterone-micronised-sc-injection
17,Progesterone Micronised (Vaginal Pessary),1,https://medex.com.bd/generics/1637/progesterone-micronised-vaginal-pessary
18,Progesterone Micronized (Capsule),10,https://medex.com.bd/generics/924/progesterone-micronized-capsule
19,Progesterone Micronized (Vaginal Gel),3,https://medex.com.bd/generics/1597/progesterone-micronized-vaginal-gel
0,Promethazine Hydrochloride,23,https://medex.com.bd/generics/1346/promethazine-hydrochloride
1,Promethazine Theoclate,1,https://medex.com.bd/generics/925/promethazine-theoclate
2,Propafenone Hydrochloride,1,https://medex.com.bd/generics/926/propafenone-hydrochloride
3,Propantheline Bromide,3,https://medex.com.bd/generics/927/propantheline-bromide
4,Proparacaine Hydrochloride,2,https://medex.com.bd/generics/928/proparacaine-hydrochloride
5,Propofol,5,https://medex.com.bd/generics/929/propofol
6,Propranolol Hydrochloride,8,https://medex.com.bd/generics/931/propranolol-hydrochloride
7,Propylthiouracil,2,https://medex.com.bd/generics/1826/propylthiouracil
8,"Protein, Fat, Carbohydrate, Vitamin & Mineral",6,https://medex.com.bd/generics/1255/protein-fat-carbohydrate-vitamin-mineral
9,Prucalopride Succinate,36,https://medex.com.bd/generics/1586/prucalopride-succinate
10,Pseudoephedrine + Guaiphenasine + Triprolidine,20,https://medex.com.bd/generics/536/pseudoephedrine-guaiphenasine-triprolidine
11,Pyrantel Pamoate,5,https://medex.com.bd/generics/933/pyrantel-pamoate
12,Pyridostigmine Bromide,2,https://medex.com.bd/generics/935/pyridostigmine-bromide
13,Pyridoxine Hydrochloride,4,https://medex.com.bd/generics/936/pyridoxine-hydrochloride
14,Pyridoxine Hydrochloride + Doxylamine Succinate,18,https://medex.com.bd/generics/1443/pyridoxine-hydrochloride-doxylamine-succinate
15,Quetiapine Fumarate,59,https://medex.com.bd/generics/940/quetiapine-fumarate
16,Quinine Sulfate,8,https://medex.com.bd/generics/941/quinine-sulfate
17,Rabeprazole + Amoxicillin + Clarithromycin,2,https://medex.com.bd/generics/77/rabeprazole-amoxicillin-clarithromycin
18,Rabeprazole Sodium,85,https://medex.com.bd/generics/942/rabeprazole-sodium
19,Rabies Immunoglobulin,3,https://medex.com.bd/generics/1903/rabies-immunoglobulin
0,Rabies Vaccine,3,https://medex.com.bd/generics/944/rabies-vaccine
1,Racecadotril,9,https://medex.com.bd/generics/945/racecadotril
2,Racepinephrine,1,https://medex.com.bd/generics/1814/racepinephrine
3,Ramelteon,1,https://medex.com.bd/generics/1408/ramelteon
4,Ramipril,59,https://medex.com.bd/generics/947/ramipril
5,Ramipril + Hydrochlorothiazide,5,https://medex.com.bd/generics/571/ramipril-hydrochlorothiazide
6,Ramucirumab,1,https://medex.com.bd/generics/1901/ramucirumab
7,Ranibizumab,1,https://medex.com.bd/generics/948/ranibizumab
8,Ranitidine Hydrochloride,125,https://medex.com.bd/generics/949/ranitidine-hydrochloride
9,Ranolazine,8,https://medex.com.bd/generics/950/ranolazine
10,Rasagiline,8,https://medex.com.bd/generics/1496/rasagiline
11,Ravuconazole,1,https://medex.com.bd/generics/2423/ravuconazole
12,Recombinant Follicle Stimulating Hormone (rFSH),1,https://medex.com.bd/generics/1610/recombinant-follicle-stimulating-hormone-rfsh
13,Red Clover [Trifolium Pratense],1,https://medex.com.bd/generics/1856/red-clover-trifolium-pratense
14,Regorafenib Monohydrate,5,https://medex.com.bd/generics/1381/regorafenib-monohydrate
15,Regular Insulin Human + Isophane Insulin Human,23,https://medex.com.bd/generics/2364/regular-insulin-human-isophane-insulin-human
16,Relugolix,6,https://medex.com.bd/generics/2061/relugolix
17,Relugolix + Estradiol + Norethindrone,3,https://medex.com.bd/generics/2073/relugolix-estradiol-norethindrone
18,Remdesivir,12,https://medex.com.bd/generics/1561/remdesivir
19,Remifentanil Hydrochloride,3,https://medex.com.bd/generics/2098/remifentanil-hydrochloride
0,Repaglinide,20,https://medex.com.bd/generics/952/repaglinide
1,Retapamulin,4,https://medex.com.bd/generics/953/retapamulin
2,Revefenacin,1,https://medex.com.bd/generics/2160/revefenacin
3,Rhubarb Extract + Salicylic Acid,2,https://medex.com.bd/generics/1043/rhubarb-extract-salicylic-acid
4,Ribavirin,8,https://medex.com.bd/generics/954/ribavirin
5,Ribociclib,3,https://medex.com.bd/generics/2108/ribociclib
6,Riboflavin,12,https://medex.com.bd/generics/955/riboflavin
7,Rifampicin,3,https://medex.com.bd/generics/956/rifampicin
8,Rifampicin + Isoniazid,3,https://medex.com.bd/generics/636/rifampicin-isoniazid
9,Rifampicin + Isoniazid + Pyrazinamide + Ethambutol,1,https://medex.com.bd/generics/439/rifampicin-isoniazid-pyrazinamide-ethambutol
10,Rifaximin,28,https://medex.com.bd/generics/957/rifaximin
11,Riluzole,4,https://medex.com.bd/generics/1421/riluzole
12,Rimegepant,2,https://medex.com.bd/generics/2228/rimegepant
13,Ringer's Lactate Solution,1,https://medex.com.bd/generics/178/ringers-lactate-solution
14,Risdiplam,1,https://medex.com.bd/generics/2436/risdiplam
15,Risedronate Sodium,8,https://medex.com.bd/generics/959/risedronate-sodium
16,Risedronate Sodium + Calcium Carbonate,1,https://medex.com.bd/generics/1450/risedronate-sodium-calcium-carbonate
17,Risperidone,50,https://medex.com.bd/generics/960/risperidone
18,Ritodrine Hydrochloride,1,https://medex.com.bd/generics/961/ritodrine-hydrochloride
19,Rituximab,6,https://medex.com.bd/generics/962/rituximab
0,Rivaroxaban,34,https://medex.com.bd/generics/963/rivaroxaban
1,Rivastigmine Tartrate,30,https://medex.com.bd/generics/964/rivastigmine-tartrate
2,Rizatriptan Benzoate,2,https://medex.com.bd/generics/965/rizatriptan-benzoate
3,Rocuronium Bromide,3,https://medex.com.bd/generics/966/rocuronium-bromide
4,Roflumilast (Cream),1,https://medex.com.bd/generics/2219/roflumilast-cream
5,Roflumilast (Tablet),8,https://medex.com.bd/generics/968/roflumilast-tablet
6,Ropinirole,5,https://medex.com.bd/generics/969/ropinirole
7,Rosuvastatin Calcium,117,https://medex.com.bd/generics/970/rosuvastatin-calcium
8,Rotavirus Vaccine,2,https://medex.com.bd/generics/568/rotavirus-vaccine
9,Roxadustat,39,https://medex.com.bd/generics/2051/roxadustat
10,Roxithromycin,15,https://medex.com.bd/generics/971/roxithromycin
11,Rupatadine Fumarate,68,https://medex.com.bd/generics/972/rupatadine-fumarate
12,Ruxolitinib (Oral),5,https://medex.com.bd/generics/1467/ruxolitinib-oral
13,Ruxolitinib (Topical),4,https://medex.com.bd/generics/2181/ruxolitinib-topical
14,Saccharin Sodium,1,https://medex.com.bd/generics/1044/saccharin-sodium
15,Sacubitril + Valsartan,39,https://medex.com.bd/generics/1365/sacubitril-valsartan
16,Safinamide Mesylate,4,https://medex.com.bd/generics/2085/safinamide-mesylate
17,Salbutamol,94,https://medex.com.bd/generics/1318/salbutamol
18,Salbutamol (Inhaler),11,https://medex.com.bd/generics/1317/salbutamol-inhaler
19,Salbutamol + Budesonide,2,https://medex.com.bd/generics/2202/salbutamol-budesonide
0,Salbutamol + Ipratropium (Inhaler),10,https://medex.com.bd/generics/1784/salbutamol-ipratropium-inhaler
1,Salbutamol + Ipratropium (Solution for inhalation),9,https://medex.com.bd/generics/625/salbutamol-ipratropium-solution-for-inhalation
2,Salicylic Acid,7,https://medex.com.bd/generics/974/salicylic-acid
3,Salicylic Acid + Lactic Acid,3,https://medex.com.bd/generics/1045/salicylic-acid-lactic-acid
4,Salmeterol + Fluticasone Propionate,70,https://medex.com.bd/generics/1049/salmeterol-fluticasone-propionate
5,Salmeterol Xinafoate,2,https://medex.com.bd/generics/975/salmeterol-xinafoate
6,Salmon Calcitonin,1,https://medex.com.bd/generics/977/salmon-calcitonin
7,Saroglitazar Magnesium,2,https://medex.com.bd/generics/2327/saroglitazar-magnesium
8,Saxagliptin,4,https://medex.com.bd/generics/978/saxagliptin
9,Secnidazole,6,https://medex.com.bd/generics/979/secnidazole
10,Secukinumab,1,https://medex.com.bd/generics/1464/secukinumab
11,Selexipag,2,https://medex.com.bd/generics/2036/selexipag
12,Selinexor,1,https://medex.com.bd/generics/2444/selinexor
13,Selpercatinib,1,https://medex.com.bd/generics/2443/selpercatinib
14,Semaglutide,34,https://medex.com.bd/generics/1969/semaglutide
15,Sertaconazole Nitrate [Topical],8,https://medex.com.bd/generics/1424/sertaconazole-nitrate-topical
16,Sertaconazole Nitrate [Vaginal],2,https://medex.com.bd/generics/2130/sertaconazole-nitrate-vaginal
17,Sertraline Hydrochloride,39,https://medex.com.bd/generics/981/sertraline-hydrochloride
18,Sesame oil + Cactus extract + Beeswax,1,https://medex.com.bd/generics/1841/sesame-oil-cactus-extract-beeswax
19,Sesame Seed Oil,1,https://medex.com.bd/generics/2395/sesame-seed-oil
0,Sevelamer Carbonate,4,https://medex.com.bd/generics/982/sevelamer-carbonate
1,Sevelamer Hydrochloride,1,https://medex.com.bd/generics/1348/sevelamer-hydrochloride
2,Sevoflurane,5,https://medex.com.bd/generics/983/sevoflurane
3,Sildenafil Citrate,71,https://medex.com.bd/generics/984/sildenafil-citrate
4,Silodosin,20,https://medex.com.bd/generics/985/silodosin
5,Silver Sulfadiazine,24,https://medex.com.bd/generics/986/silver-sulfadiazine
6,Simethicone,19,https://medex.com.bd/generics/988/simethicone
7,Simvastatin,4,https://medex.com.bd/generics/989/simvastatin
8,Sitagliptin,41,https://medex.com.bd/generics/990/sitagliptin
9,Sitagliptin + Metformin Hydrochloride,49,https://medex.com.bd/generics/737/sitagliptin-metformin-hydrochloride
10,Snake Venom Antiserum,1,https://medex.com.bd/generics/991/snake-venom-antiserum
11,Sodium Alginate + Magnesium Alginate,2,https://medex.com.bd/generics/2319/sodium-alginate-magnesium-alginate
12,Sodium Alginate + Potassium Bicarbonate,32,https://medex.com.bd/generics/903/sodium-alginate-potassium-bicarbonate
13,Sodium Alginate + Sodium Bicarbonate + Calcium Carbonate,67,https://medex.com.bd/generics/1451/sodium-alginate-sodium-bicarbonate-calcium-carbonate
14,Sodium Bicarbonate,6,https://medex.com.bd/generics/992/sodium-bicarbonate
15,Sodium Bicarbonate [Ear Preparations],1,https://medex.com.bd/generics/2158/sodium-bicarbonate-ear-preparations
16,Sodium Bicarbonate + Citric Acid +  Sodium Carbonate,5,https://medex.com.bd/generics/2129/sodium-bicarbonate-citric-acid-sodium-carbonate
17,Sodium Chloride,21,https://medex.com.bd/generics/995/sodium-chloride
18,Sodium Chloride (Ophthalmic),6,https://medex.com.bd/generics/1545/sodium-chloride-ophthalmic
19,Sodium Chloride (Tablet),8,https://medex.com.bd/generics/1678/sodium-chloride-tablet
0,Sodium Chloride + Dextrose,29,https://medex.com.bd/generics/351/sodium-chloride-dextrose
1,Sodium Chloride + Potassium Chloride + Sodium Acetate,1,https://medex.com.bd/generics/1435/sodium-chloride-potassium-chloride-sodium-acetate
2,Sodium Cromoglicate [2%],9,https://medex.com.bd/generics/997/sodium-cromoglicate-2
3,Sodium Cromoglicate [4%],4,https://medex.com.bd/generics/998/sodium-cromoglicate-4
4,Sodium Cromoglicate + Xylometazoline Hydrochloride,4,https://medex.com.bd/generics/996/sodium-cromoglicate-xylometazoline-hydrochloride
5,Sodium Dihydrogen Phosphate + Disodium Hydrogen Phosphate,1,https://medex.com.bd/generics/372/sodium-dihydrogen-phosphate-disodium-hydrogen-phosphate
6,Sodium Fluoride,4,https://medex.com.bd/generics/1000/sodium-fluoride
7,Sodium Fusidate (Oral),2,https://medex.com.bd/generics/1181/sodium-fusidate-oral
8,Sodium Fusidate (Topical),5,https://medex.com.bd/generics/1001/sodium-fusidate-topical
9,Sodium Hyaluronate (Injection),3,https://medex.com.bd/generics/1002/sodium-hyaluronate-injection
10,Sodium Hyaluronate (Ophthalmic),8,https://medex.com.bd/generics/1355/sodium-hyaluronate-ophthalmic
11,Sodium Hyaluronate + Carboxymethylcellulose Sodium,1,https://medex.com.bd/generics/1602/sodium-hyaluronate-carboxymethylcellulose-sodium
12,Sodium Hyaluronate + Ectoine,1,https://medex.com.bd/generics/2152/sodium-hyaluronate-ectoine
13,Sodium Hypochlorite,1,https://medex.com.bd/generics/1264/sodium-hypochlorite
14,Sodium Picosulfate,68,https://medex.com.bd/generics/1480/sodium-picosulfate
15,Sodium Picosulfate + Magnesium Oxide + Citric Acid,1,https://medex.com.bd/generics/1867/sodium-picosulfate-magnesium-oxide-citric-acid
16,Sodium Polystyrene Sulfonate,2,https://medex.com.bd/generics/1449/sodium-polystyrene-sulfonate
17,Sodium Thiosulfate,4,https://medex.com.bd/generics/1003/sodium-thiosulfate
18,Sodium Valproate,47,https://medex.com.bd/generics/1004/sodium-valproate
19,Sofosbuvir,13,https://medex.com.bd/generics/1005/sofosbuvir
0,Sofosbuvir + Velpatasvir,8,https://medex.com.bd/generics/1006/sofosbuvir-velpatasvir
1,Solifenacin Succinate,17,https://medex.com.bd/generics/1007/solifenacin-succinate
2,Somatropin,3,https://medex.com.bd/generics/1009/somatropin
3,Sorafenib Tosylate,11,https://medex.com.bd/generics/1010/sorafenib-tosylate
4,Sotagliflozin,1,https://medex.com.bd/generics/2187/sotagliflozin
5,Sotalol Hydrochloride,1,https://medex.com.bd/generics/1011/sotalol-hydrochloride
6,Sotorasib,1,https://medex.com.bd/generics/2445/sotorasib
7,Sparfloxacin,18,https://medex.com.bd/generics/1012/sparfloxacin
8,Spectinomycin,1,https://medex.com.bd/generics/1013/spectinomycin
9,Spiramycin,1,https://medex.com.bd/generics/1014/spiramycin
10,Spironolactone,7,https://medex.com.bd/generics/1015/spironolactone
11,Streptokinase,3,https://medex.com.bd/generics/1016/streptokinase
12,Sucralfate,20,https://medex.com.bd/generics/1019/sucralfate
13,Sucralose,13,https://medex.com.bd/generics/1046/sucralose
14,Sucralose + Acesulfame Potassium,2,https://medex.com.bd/generics/1633/sucralose-acesulfame-potassium
15,Sucroferric Oxyhydroxide,1,https://medex.com.bd/generics/2316/sucroferric-oxyhydroxide
16,Sulconazole Nitrate,1,https://medex.com.bd/generics/1896/sulconazole-nitrate
17,Sulfacetamide sodium,4,https://medex.com.bd/generics/1023/sulfacetamide-sodium
18,Sulfasalazine,7,https://medex.com.bd/generics/1020/sulfasalazine
19,Sulindac,13,https://medex.com.bd/generics/1022/sulindac
0,Sulphadoxine + Pyrimethamine,3,https://medex.com.bd/generics/938/sulphadoxine-pyrimethamine
1,Sulphamethoxazole + Trimethoprim,83,https://medex.com.bd/generics/1024/sulphamethoxazole-trimethoprim
2,Sumatriptan,3,https://medex.com.bd/generics/1025/sumatriptan
3,Sunitinib,5,https://medex.com.bd/generics/1048/sunitinib
4,Super antioxidant [vitamins & minerals],11,https://medex.com.bd/generics/1026/super-antioxidant-vitamins-minerals
5,Suvorexant,4,https://medex.com.bd/generics/1373/suvorexant
6,Suxamethonium Chloride,4,https://medex.com.bd/generics/1027/suxamethonium-chloride
7,Tacrolimus Monohydrate (Oral),6,https://medex.com.bd/generics/1356/tacrolimus-monohydrate-oral
8,Tacrolimus Monohydrate (Topical),14,https://medex.com.bd/generics/1028/tacrolimus-monohydrate-topical
9,Tadalafil,63,https://medex.com.bd/generics/1029/tadalafil
10,Tafluprost,1,https://medex.com.bd/generics/1375/tafluprost
11,Talazoparib,1,https://medex.com.bd/generics/2446/talazoparib
12,Tamoxifen Citrate,10,https://medex.com.bd/generics/1030/tamoxifen-citrate
13,Tamsulosin Hydrochloride,42,https://medex.com.bd/generics/1032/tamsulosin-hydrochloride
14,Tamsulosin Hydrochloride + Dutasteride,18,https://medex.com.bd/generics/1031/tamsulosin-hydrochloride-dutasteride
15,Tapentadol Hydrochloride,22,https://medex.com.bd/generics/1033/tapentadol-hydrochloride
16,Tapinarof,5,https://medex.com.bd/generics/2201/tapinarof
17,Tazarotene,2,https://medex.com.bd/generics/1034/tazarotene
18,Tea tree oil + Echinacea + Geothermal water,1,https://medex.com.bd/generics/1668/tea-tree-oil-echinacea-geothermal-water
19,Tea tree oil + Geothermal water (eye),1,https://medex.com.bd/generics/1783/tea-tree-oil-geothermal-water-eye
0,Tea tree oil + Geothermal water (hair & body),1,https://medex.com.bd/generics/1624/tea-tree-oil-geothermal-water-hair-body
1,Tea Tree Oil + Geothermal Water + Vitamin E,1,https://medex.com.bd/generics/1830/tea-tree-oil-geothermal-water-vitamin-e
2,Tedizolid Phosphate,7,https://medex.com.bd/generics/1395/tedizolid-phosphate
3,Tegaserod,2,https://medex.com.bd/generics/1035/tegaserod
4,Teicoplanin,8,https://medex.com.bd/generics/1077/teicoplanin
5,Telbivudine,1,https://medex.com.bd/generics/1037/telbivudine
6,Telmisartan,58,https://medex.com.bd/generics/1038/telmisartan
7,Telmisartan + Hydrochlorothiazide,29,https://medex.com.bd/generics/572/telmisartan-hydrochlorothiazide
8,Temazepam,1,https://medex.com.bd/generics/1280/temazepam
9,Temozolomide,8,https://medex.com.bd/generics/1039/temozolomide
10,Tenecteplase,2,https://medex.com.bd/generics/1792/tenecteplase
11,Tenofovir Alafenamide,9,https://medex.com.bd/generics/1357/tenofovir-alafenamide
12,Tenofovir Disoproxil,11,https://medex.com.bd/generics/1040/tenofovir-disoproxil
13,Tenoxicam,13,https://medex.com.bd/generics/1041/tenoxicam
14,Terazosin Hydrochloride,4,https://medex.com.bd/generics/1051/terazosin-hydrochloride
15,Terbinafine Hydrochloride,58,https://medex.com.bd/generics/1052/terbinafine-hydrochloride
16,Terbutaline Sulfate,4,https://medex.com.bd/generics/1053/terbutaline-sulfate
17,Teriparatide,2,https://medex.com.bd/generics/1632/teriparatide
18,Terlipressin Acetate,4,https://medex.com.bd/generics/1793/terlipressin-acetate
19,Testosterone,1,https://medex.com.bd/generics/2132/testosterone
0,Testosterone Decanoate,4,https://medex.com.bd/generics/1074/testosterone-decanoate
1,Testosterone Undecanoate,2,https://medex.com.bd/generics/1055/testosterone-undecanoate
2,Tetanus Antitoxin [Equine],1,https://medex.com.bd/generics/1075/tetanus-antitoxin-equine
3,Tetrabenazine,15,https://medex.com.bd/generics/1058/tetrabenazine
4,Tetracycline Hydrochloride,23,https://medex.com.bd/generics/1060/tetracycline-hydrochloride
5,Thalidomide,4,https://medex.com.bd/generics/1061/thalidomide
6,Theophylline,26,https://medex.com.bd/generics/1062/theophylline
7,Thiamine Hydrochloride,21,https://medex.com.bd/generics/1063/thiamine-hydrochloride
8,Thiopental Sodium,12,https://medex.com.bd/generics/1064/thiopental-sodium
9,Thiotepa,1,https://medex.com.bd/generics/1866/thiotepa
10,Tibolone,10,https://medex.com.bd/generics/1067/tibolone
11,Ticagrelor,20,https://medex.com.bd/generics/1068/ticagrelor
12,Tiemonium Methylsulfate,119,https://medex.com.bd/generics/1069/tiemonium-methylsulfate
13,Tigecycline,4,https://medex.com.bd/generics/1070/tigecycline
14,Timolol Maleate,12,https://medex.com.bd/generics/1071/timolol-maleate
15,Tinidazole,3,https://medex.com.bd/generics/1073/tinidazole
16,Tioconazole,5,https://medex.com.bd/generics/1187/tioconazole
17,Tiotropium,7,https://medex.com.bd/generics/1360/tiotropium
18,Tirofiban Hydrochloride,1,https://medex.com.bd/generics/2384/tirofiban-hydrochloride
19,Tirzepatide,21,https://medex.com.bd/generics/2226/tirzepatide
0,Tizanidine Hydrochloride,6,https://medex.com.bd/generics/1088/tizanidine-hydrochloride
1,Tobramycin (Nebuliser Solution),3,https://medex.com.bd/generics/1090/tobramycin-nebuliser-solution
2,Tobramycin (Ophthalmic),26,https://medex.com.bd/generics/1089/tobramycin-ophthalmic
3,Tocilizumab,5,https://medex.com.bd/generics/1091/tocilizumab
4,Tofacitinib,25,https://medex.com.bd/generics/1392/tofacitinib
5,Tolfenamic acid,30,https://medex.com.bd/generics/1092/tolfenamic-acid
6,Tolnaftate,1,https://medex.com.bd/generics/1093/tolnaftate
7,Tolperisone + Lidocaine,1,https://medex.com.bd/generics/1211/tolperisone-lidocaine
8,Tolperisone Hydrochloride,21,https://medex.com.bd/generics/1094/tolperisone-hydrochloride
9,Tolterodine Tartrate,8,https://medex.com.bd/generics/1095/tolterodine-tartrate
10,Tolvaptan,1,https://medex.com.bd/generics/1810/tolvaptan
11,Topiramate,12,https://medex.com.bd/generics/1096/topiramate
12,Topotecan,2,https://medex.com.bd/generics/1295/topotecan
13,Torasemide,11,https://medex.com.bd/generics/1097/torasemide
14,Tramadol Hydrochloride,59,https://medex.com.bd/generics/1098/tramadol-hydrochloride
15,Tranexamic Acid,42,https://medex.com.bd/generics/1099/tranexamic-acid
16,Trastuzumab,8,https://medex.com.bd/generics/1100/trastuzumab
17,Trastuzumab Emtansine,2,https://medex.com.bd/generics/1427/trastuzumab-emtansine
18,Travoprost,11,https://medex.com.bd/generics/1101/travoprost
19,Travoprost + Timolol Maleate,4,https://medex.com.bd/generics/1072/travoprost-timolol-maleate
0,Trelagliptin Succinate,2,https://medex.com.bd/generics/1484/trelagliptin-succinate
1,Treosulfan,1,https://medex.com.bd/generics/2168/treosulfan
2,Tretinoin (Oral),1,https://medex.com.bd/generics/1796/tretinoin-oral
3,Tretinoin (Topical),3,https://medex.com.bd/generics/1102/tretinoin-topical
4,Triamcinolone + Neomycin + Nystatin + Gramicidin,5,https://medex.com.bd/generics/558/triamcinolone-neomycin-nystatin-gramicidin
5,Triamcinolone Acetonide (Dental Paste),1,https://medex.com.bd/generics/2084/triamcinolone-acetonide-dental-paste
6,Triamcinolone Acetonide (Injection),10,https://medex.com.bd/generics/1361/triamcinolone-acetonide-injection
7,Triamcinolone Acetonide (Nasal Spray),3,https://medex.com.bd/generics/1362/triamcinolone-acetonide-nasal-spray
8,Triamcinolone Acetonide (Topical),8,https://medex.com.bd/generics/1103/triamcinolone-acetonide-topical
9,Triamterene + Hydrochlorothiazide,2,https://medex.com.bd/generics/573/triamterene-hydrochlorothiazide
10,Triclosan + Benzalkonium Chloride + Light Liquid Paraffin,1,https://medex.com.bd/generics/2379/triclosan-benzalkonium-chloride-light-liquid-paraffin
11,Trifarotene,3,https://medex.com.bd/generics/1878/trifarotene
12,Trifluoperazine,8,https://medex.com.bd/generics/1104/trifluoperazine
13,Trifluridine,1,https://medex.com.bd/generics/1105/trifluridine
14,Trifluridine + Tipiracil,3,https://medex.com.bd/generics/2218/trifluridine-tipiracil
15,Trihexyphenidyl Hydrochloride,36,https://medex.com.bd/generics/1106/trihexyphenidyl-hydrochloride
16,Trilaciclib,1,https://medex.com.bd/generics/2211/trilaciclib
17,Trimebutine Maleate,3,https://medex.com.bd/generics/1107/trimebutine-maleate
18,Trimetazidine Dihydrochloride,28,https://medex.com.bd/generics/1108/trimetazidine-dihydrochloride
19,Tropicamide,12,https://medex.com.bd/generics/1109/tropicamide
0,Tropicamide + Phenylephrine + Lidocaine,2,https://medex.com.bd/generics/2039/tropicamide-phenylephrine-lidocaine
1,Tropicamide + Phenylephrine Hydrochloride,8,https://medex.com.bd/generics/882/tropicamide-phenylephrine-hydrochloride
2,Trospium Chloride,1,https://medex.com.bd/generics/1812/trospium-chloride
3,Trypan Blue,2,https://medex.com.bd/generics/1110/trypan-blue
4,TTO Thermal Toothpaste,1,https://medex.com.bd/generics/1655/tto-thermal-toothpaste
5,Tucatinib,2,https://medex.com.bd/generics/2139/tucatinib
6,Tulobuterol Hydrochloride,2,https://medex.com.bd/generics/1111/tulobuterol-hydrochloride
